IFDI (%),Inflation,GDP growth (%),Population,Human Capital,Infrastructure,GDP,corruption,regulation,political stability,rule of law,accountability,government,labor force,inflation -2,GDP per capita,Financial Development,Financial Insitutions,FI Deepening,High income,Low income,Lower middle income,Upper middle income,Central Asia,Eastern Asia,Southern Asia,South-Eastern Asia,Western Asia,Northern Asia
-0.02098239049,-0.389911203,0.1465293617,-0.3305082995,0.6347402863,1.355642505,1.370296016,1.020587622,1.388137445,-0.6673231713,1.32747556,1.661126729,1.361660517,0.6347402863,-0.246792052,1.265317081,0.9160136479,1.575629188,1.42393083,1,0,0,0,0,0,0,0,1,0
-0.4764734925,-0.4283677913,-0.648346876,0.06732782043,1.269508896,2.256250832,1.173690057,1.770018708,1.439146083,1.418126347,1.92688468,2.025133194,1.669264223,1.269508896,-0.3543937232,1.080242551,2.518478765,2.53104695,2.177058372,1,0,0,0,0,1,0,0,0,0
-0.3657463026,-0.3988205616,-0.2728370389,-0.3249434087,-2.246056362,-0.8938314757,-0.5923451653,0.2294137613,-0.02709550207,-0.05235816337,0.24028166,-0.1574280818,-0.06613825082,-2.246056362,-0.3356706563,-0.5961894078,-0.1182082701,0.004696839096,0.2878831965,0,0,0,1,0,0,0,0,1,0
-0.312374482,0.06265479578,0.206498635,-0.2985008866,1.069397235,-0.02938393752,-0.3169918247,-0.1881280443,0.06145640627,0.06854404809,-0.5539446964,-0.8761729515,-0.07307844915,1.069397235,0.2722604301,-0.205259301,-0.2069661213,-0.200826011,-0.5646340678,0,0,0,1,1,0,0,0,0,0
-0.5292007258,-0.3654786048,-0.3373053155,-0.3461163438,0.7670663753,-0.2272448579,0.7262528783,-0.04408125368,-0.003702278863,0.4584082281,0.3139561982,-0.1041031493,-0.1745935535,0.7670663753,-0.4531129065,0.5708082776,-0.1201377886,0.2381497175,-0.2325645324,1,0,0,0,0,0,0,0,1,0
-0.02154962723,-0.361262129,0.2240412604,-0.3392981232,0.09182473158,-0.8071820382,-0.7242578826,-0.9570619019,-0.5092241268,-0.04304051174,-1.05297844,0.1669540637,-1.014828073,0.09182473158,0.467281184,-0.7361293277,-1.250835632,-1.159932645,-0.8312142517,0,0,1,0,1,0,0,0,0,0
-0.05740156753,-0.1403238612,0.3735023365,-0.3367406459,-0.3865503056,0.2503504671,-0.6683882841,-1.089931665,-0.9236835741,0.8620216258,-1.121090303,-1.662480645,-1.115049242,-0.3865503056,-0.3040178389,-0.6663689652,-1.006269161,-1.13305658,-0.8015514278,0,0,1,0,0,0,0,1,0,0
-0.1008983121,-0.172337055,-1.784031336,-0.341579637,-1.115155059,-0.08396626038,-0.3602058233,-1.195315065,-0.6690968376,-1.640790507,-0.9773260615,0.08354151203,-1.105874065,-1.115155059,-0.04458113903,-0.3785138993,-0.4713101563,0.1264296041,-0.05266143146,0,0,1,0,0,0,0,0,1,0
0.9464011939,-0.1979196743,-1.025234315,-0.3588975791,1.006659526,-0.002092776095,3.247881446,0.8969560141,1.788446846,1.640386427,1.166776063,0.339286276,1.169452313,1.006659526,-0.1960132322,3.205907805,0.3882903371,1.89550706,0.8329857401,1,0,0,0,0,1,0,0,0,0
-0.2539362061,-0.4087749008,0.1913624532,-0.2501485771,0.2881504958,0.3868062743,-0.2527189674,0.4037981974,0.5638971955,0.4254555577,0.6838122696,0.7120235239,0.9841843066,0.2881504958,-0.404805424,-0.220294346,1.260432701,1.213592783,1.96286967,0,0,0,1,0,0,0,1,0,0
1.586553638,-0.4534747835,0.6944661176,-0.3594360564,-0.00246211388,-0.8876909644,-0.2421120992,-0.162466502,-0.6906642482,0.2908041286,-0.4329256143,0.1535220908,-0.3844463302,-0.00246211388,-0.5285066047,-0.2320801908,-0.9493483656,-0.4901389461,-0.5569294382,0,0,0,1,0,0,1,0,0,0
1.640105943,0.2612434633,0.3987002429,-0.3502059566,-0.003904360082,-0.3773462457,-0.5808840842,-0.3815590473,-0.0638399795,0.9829238372,-0.2423112887,1.20981244,-0.4302045869,-0.003904360082,0.4816883645,-0.5713640983,-0.1833295196,0.4067838509,-0.6204926324,0,0,1,0,0,1,0,0,0,0
-0.2790622153,0.4150667438,0.5690520399,-0.181678118,-0.1272164104,-1.05348477,-0.7260244194,-0.5981424641,-0.920830742,-1.252403516,-1.25681957,-0.3751603624,-1.548517562,-0.1272164104,0.07433854105,-0.7255227096,-1.277366511,-1.185227765,-0.7718886039,0,0,1,0,0,0,0,1,0,0
-0.5071558434,0.08638687005,0.582653678,-0.2635864844,-2.1200401,-0.9381796131,-0.7372065545,-0.650377959,-0.9005185774,-0.2551875313,-0.6079644502,0.5746144412,-1.439474107,-2.1200401,0.008821238203,-0.7447548738,-0.9623726155,-0.5054214144,-0.335036106,0,0,1,0,0,0,1,0,0,0
-0.2933204843,-0.4261432845,-0.7750339275,-0.3455693297,0.5254901365,-0.2477132289,0.1369613972,0.618442742,0.2533949499,0.9289496357,0.7278192085,-0.773821318,0.08866346108,0.5254901365,-0.6499692551,0.1412228667,-0.06032271502,-0.2587939943,-0.4028368464,1,0,0,0,0,0,0,0,1,0
-0.4873927997,0.5920339468,-0.142679826,0.3943841039,-1.128495836,-1.03915691,-0.7249568577,-0.865136555,-0.8451736347,-2.299048506,-0.7743502363,-0.3825479475,-0.9989479585,-1.128495836,0.3978867467,-0.7152655936,-0.8244120425,-0.9428161979,-0.7926911038,0,0,1,0,0,0,1,0,0,0
-0.7827168732,-0.5429700917,-0.4582029518,-0.3516446313,1.985854556,0.004730014262,2.265345562,1.069857783,0.7022024956,1.037011669,0.9499553583,-0.9798677823,0.6779921667,1.985854556,-0.8102211574,2.310266206,0.4481054107,-0.00004599590608,-0.06498883881,1,0,0,0,0,0,0,0,1,0
-0.3336716433,-0.02447093597,-0.1949066283,0.1310074873,0.7143342485,0.1684769828,-0.2373462454,-0.7997851607,-0.6048510587,-0.3667720911,-0.8765798389,-0.724794617,-0.1256592738,0.7143342485,-0.1190525628,-0.2845947302,0.4471406515,0.6333859677,-0.34389643,0,0,0,1,0,0,0,0,0,1
-0.529793746,-0.6869719589,-0.3867943523,-0.2399189047,-0.5860309834,0.07978070819,0.3451252336,0.4188529688,-0.1619774037,-0.4490401373,0.2551154596,-1.452941868,0.1531249642,-0.5860309834,-0.5923494869,0.2455611058,0.05255411745,-0.5791988478,-0.4436713832,1,0,0,0,0,0,0,0,1,0
3.04480327,-0.4186292261,-0.3436527466,-0.3418446986,0.9889920097,1.178249956,2.423862796,2.555718106,2.397469442,1.941505657,2.348164591,0.498858114,2.470915945,0.9889920097,-0.4295367061,2.399594154,1.539248125,1.581952968,2.666302351,1,0,0,0,0,0,0,1,0,0
-0.5019217953,-0.4370254985,-0.1869025875,-0.1859934822,0.2911251286,2.140263396,0.7589977112,0.9418922259,1.147814869,0.8798615198,1.506222845,1.785909757,1.413300298,0.2911251286,-0.4863864198,0.850811174,2.141257898,2.009862081,2.131601058,1,0,0,0,0,1,0,0,0,0
-0.4694603837,-0.1195481179,-0.6166620346,-0.2873712369,-0.837793086,-0.4251057782,-0.5960938575,-0.2087713294,-0.3261864193,0.01445621665,0.1253197127,0.6565494759,-0.3011639502,-0.837793086,-0.06466523227,-0.567538914,-0.676803877,-0.6603540245,-0.5018413367,0,0,1,0,0,0,1,0,0,0
-0.4463454866,-0.4043502802,-0.2094673562,-0.1198686826,0.7870775414,-0.6045451646,-0.4233748545,-0.4003775117,-0.08597795659,-0.298935042,0.1858910612,-0.3610567909,0.1523015508,0.7870775414,-0.3204038802,-0.4634374395,1.512234866,1.305287593,1.186243007,0,0,0,1,0,0,0,1,0,0
-0.2804674154,-0.2342423645,0.4887326237,0.01233746843,-0.4129614391,-0.8590352449,-0.6286731259,-0.5534343549,0.05335436311,-0.7950431766,-0.6328110646,0.7840188987,-0.08366519237,-0.4129614391,-0.3488153059,-0.6128645732,-0.1476334273,-0.5259736994,-0.3808786521,0,0,1,0,0,0,0,1,0,0
-0.02584257801,-0.6705951837,-0.3849459245,-0.3299748569,1.552729994,0.5983127753,1.415300809,1.360460493,1.043743555,1.017808216,1.075300965,-0.7547479165,1.469410037,1.552729994,-0.6972649219,1.484117107,0.516120938,-0.3452189877,-0.2298679121,1,0,0,0,0,0,0,0,1,0
-0.08175407211,0.9904585309,0.4648600052,-0.2475218145,-0.5115750232,0.05248954676,-0.7075170159,-1.056286532,-1.265224633,-0.07769763062,-1.260404405,-1.443270847,-0.8601439919,-0.5115750232,1.183933207,-0.6339554727,-0.589010785,0.0141825091,-0.7653396687,0,0,1,0,1,0,0,0,0,0
-0.300991072,-0.2213057972,0.3285646171,-0.3515454184,0.441208874,-0.002092776095,-0.5810313776,-0.3286392446,0.3390940261,-0.2531421931,-0.1675242155,0.6004038291,-0.3546858187,0.441208874,-0.1616204537,-0.5801917634,-0.6276011551,0.03895064744,-0.5453724939,0,0,0,1,0,0,0,0,1,0
-0.1932160915,-0.2467095848,-0.3166412885,-0.3275112363,0.418403356,0.01837559498,-0.5640866703,-0.8349129607,-0.4197593121,-0.5489208176,-0.6897975783,-1.249581798,-0.3248076767,0.418403356,0.6798161984,-0.5255983295,-0.558138489,-0.8068549279,-0.7915354093,0,0,0,1,0,0,0,0,1,0
-0.01297661741,-0.2649662915,-0.1789682987,-0.356110581,0.7030667001,0.1275402407,0.4430385352,-0.0632418719,0.4016281057,-0.70220755,0.5510497627,-1.128559722,-0.01355742619,0.7030667001,-0.02391502792,0.3994540769,0.2102922551,-0.6903919795,0.1314792158,1,0,0,0,0,0,0,0,1,0
-0.4799929386,0.08385704986,0.6981455351,0.1926921233,-0.4970624208,-1.06030756,-0.6993283917,-0.9194249733,-1.030037155,-0.8604939979,-0.7267584624,-0.2204240346,-1.051175892,-0.4970624208,0.1085970077,-0.7239223055,-0.6599205901,-0.9480860146,-0.6717284192,0,0,1,0,0,0,1,0,0,0
-0.5639053009,-0.2007424926,0.03244998243,-0.3585644908,-0.113875633,-0.9231694743,-0.6298456522,1.951702427,-0.4911942279,1.483804428,0.7545200479,0.8331799195,0.1790036698,-0.113875633,-0.3081815051,-0.6288198823,-0.8273063203,-0.3120191427,-0.6039276788,0,0,1,0,0,0,1,0,0,0
-0.08661425963,-0.3722206213,-0.5691086156,-0.3596736977,0.2453338117,0.1684769828,0.7267559964,1.006217159,0.7112174451,1.663680556,0.8165747765,-0.3758319611,1.272849505,0.2453338117,0.4139683479,0.7356172352,-0.2605102598,0.07952823579,-0.5673306882,1,0,0,0,0,0,0,1,0,0
1.10839885,-0.2274777816,0.7242676552,-0.3069206667,1.055786037,-1.084187327,-0.7202734061,-1.409731508,-0.6736613689,0.3853442037,-1.326167583,-0.8796652645,-0.8602616224,1.055786037,-0.1326001478,-0.7278791023,-1.056436643,-0.7209569162,-0.1890333752,0,0,1,0,0,0,0,1,0,0
-0.3587589773,-0.2662662195,0.5988187016,4.385185723,0.8416124759,-0.1999536964,-0.3124710296,-0.189154506,-0.3218501145,-0.07985659869,-0.1544210258,-1.184705369,0.429909484,0.8416124759,-0.09786711268,-0.2983055651,1.208818081,0.8078168994,0.6800488427,0,0,0,1,0,1,0,0,0,0
-0.1826319696,-0.2441159659,-0.6990216966,-0.3568735579,0.1318470637,-1.109431651,-0.7345040308,-0.4389268507,-0.9652208094,0.5244271988,-1.331112183,1.208469242,-1.255500036,0.1318470637,-0.5295900533,-0.7345600999,-1.36901864,-1.37336022,-0.9271368901,0,0,1,0,0,0,0,1,0,0
0.3619024088,-0.2117159599,0.4788801551,-0.3485340732,0.3204207546,-0.03620672788,-0.5609565676,0.9642462805,1.116661943,-0.2491651467,0.410746741,1.083820534,0.4553176678,0.3204207546,-0.0992012767,-0.5542243456,-0.4404378603,0.4405106776,-0.4960628645,0,0,0,1,0,0,0,0,1,0
2.881142579,-0.2328223254,-0.08176890087,-0.3359267396,0.6483514848,2.713377786,1.569291602,2.005192486,2.473811229,1.141778435,2.214413164,1.379055298,2.034742125,0.6483514848,-0.08354947331,1.562112967,1.982072621,1.707901586,2.612755176,1,0,0,0,0,1,0,0,0,0
-0.376253074,-0.07812145173,0.5472196671,4.270967774,-1.076034131,-1.012548028,-0.6987894038,-0.123917163,-0.3188831691,-0.8742432155,0.07513202383,1.260316658,0.1547717909,-1.076034131,-0.0634385177,-0.7014726131,0.3940788926,-0.1997720476,0.2027470395,0,0,1,0,0,0,1,0,0,0
-0.3432373174,-0.1528611253,0.3240830518,0.5424947738,0.3518797499,-0.9108884516,-0.6048631846,-0.2038671235,-0.08586384331,-0.3679083901,-0.3115356871,0.9940949548,0.01196838801,0.3518797499,-0.0693392834,-0.6049509432,-0.1225496868,-0.205568846,-0.4918253182,0,0,1,0,0,0,0,1,0,0
-0.4843374564,1.342555201,-0.8987216434,-0.07145055592,-1.721259025,1.294237392,-0.6073917269,-0.9847763676,-1.653780365,-1.265584584,-0.8042650656,-1.01076132,-0.7171053281,-1.721259025,2.421956829,-0.5271157533,0.2590125974,0.6223193527,-0.3604613837,0,0,1,0,0,0,1,0,0,0
0.1591668414,-0.3955339851,0.1315675599,-0.3310875658,0.6636753507,1.44433878,1.27066573,0.9974352085,1.351621195,-0.7837938167,1.263442991,1.623248565,1.221209724,0.6636753507,-0.3410341748,1.221118923,0.9242141015,1.550334068,1.359597173,1,0,0,0,0,0,0,0,1,0
-0.5124543502,-0.3758499278,-0.4660151747,0.06793009489,1.198568411,2.290364784,1.141306665,1.721432854,1.461512287,1.438238838,1.923423461,2.112441018,1.768661979,1.198568411,-0.4112523911,1.085185303,2.450463238,2.481510673,2.047620595,1,0,0,0,0,1,0,0,0,0
-0.2932818091,-0.02528401279,-0.2435586412,-0.3257514648,-2.263723878,-0.880185895,-0.592990399,0.2790260763,-0.02584025595,-0.1721240759,0.3626605071,-0.1872470616,-0.04214163287,-2.263723878,-0.2077073141,-0.595123216,-0.04778084474,0.06582671245,0.2832604187,0,0,0,1,0,0,0,0,1,0
-0.5517354945,0.1464403267,0.1367466452,-0.2993035392,1.047493121,0.03202117569,-0.3169903683,-0.4235299253,0.04696401921,0.1995593205,-0.5459097216,-0.8356083934,-0.2036482821,1.047493121,0.4130460735,-0.2234871043,-0.1321972793,-0.1333723576,-0.5407497161,0,0,0,1,1,0,0,0,0,0
-0.5791304506,-0.420862637,-0.1537703923,-0.3465356182,0.7784240642,-0.3091183422,0.7643446138,-0.223483947,-0.04797823304,0.3622773344,0.3060448384,-0.03600304676,-0.2969292529,0.7784240642,0.5986112756,0.5909408399,0.5629117617,0.1543596325,-0.2757104581,1,0,0,0,0,0,0,0,1,0
-0.3523388887,-0.319976166,0.0770912559,-0.3397494907,0.07496847909,-0.764880738,-0.7312416811,-0.9576321584,-0.5143592245,-0.342341663,-1.070902614,0.3000649151,-0.9146069043,0.07496847909,-0.1025501179,-0.7376533821,-1.267236539,-1.19629438,-0.845082585,0,0,1,0,1,0,0,0,0,0
0.3878921649,-0.2697381229,0.5113148304,-0.3371028463,-0.376184161,0.2981099996,-0.6705873049,-0.9994889851,-1.002193513,0.7228250007,-0.9906764812,-1.574635542,-1.005182374,-0.376184161,-0.2393243151,-0.671380539,-1.014469615,-1.194186453,-0.825050548,0,0,1,0,0,0,0,1,0,0
0.04700866781,0.137692027,-0.9068651882,-0.3410080447,-1.187718071,-0.1044346314,-0.3455722814,-1.154142547,-0.5797461362,-1.583066519,-0.8905483336,0.08609358688,-0.9468376558,-1.187718071,0.0832568455,-0.3600515382,-0.4168012586,0.1754388992,-0.0368669408,0,0,1,0,0,0,0,0,1,0
-0.1730662955,-0.1724305767,0.5387273624,-0.3589404218,0.9962933811,0.1548314021,3.334624614,0.9076768362,1.772128646,1.656635502,1.277782331,0.6843536598,1.20803511,0.9962933811,-0.09399893244,3.391274305,0.3043562822,1.715806311,0.5490701397,1,0,0,0,0,1,0,0,0,0
-0.2787399217,-0.3863859759,0.2663284042,-0.2515180714,0.2301902266,0.420920226,-0.2555501579,0.4802125677,0.5961912549,0.5412444237,0.7304151235,0.6417743057,1.08534652,0.2301902266,-0.3552980894,-0.2378646091,1.313976839,1.134018551,1.89006092,0,0,0,1,0,0,0,1,0,0
0.7960705661,-0.4891452024,0.9333143687,-0.359485964,-0.1706640772,-0.8508478965,-0.2574622784,-0.8602323491,-0.6671569117,0.3537550921,-0.6125382051,-0.1313700543,-0.7334559648,-0.1706640772,-0.1173423257,-0.2547742541,-0.9647845136,-0.5238657728,-0.5792728641,0,0,0,1,0,0,1,0,0,0
1.331993259,0.2131159096,0.7723442142,-0.3504375244,-0.3304829845,-0.3227639229,-0.5920836427,-0.373803559,-0.05162985812,1.203820359,-0.2677759781,1.104774411,-0.4442026141,-0.3304829845,0.3015672679,-0.5788144556,0.05207173783,0.9084703978,-0.5788876326,0,0,1,0,0,1,0,0,0,0
-0.2412249464,0.2179688966,0.5149593719,-0.1829442411,0.03620811241,-1.052802491,-0.7321979995,-0.5611898432,-0.9172932302,-1.180134901,-1.213059861,-0.4330521656,-1.43782728,0.03620811241,0.06701407013,-0.7296309273,-1.255659428,-1.140961305,-0.8096412889,0,0,1,0,0,0,0,1,0,0
-0.550549454,-0.06577348701,0.7509826673,-0.2646887955,-2.139690705,-0.9265808695,-0.7383827925,-0.6476407278,-0.946163891,-0.35688629,-0.531075922,0.6020156659,-1.277614566,-2.139690705,-0.02120192928,-0.7476178865,-0.9609254766,-0.5027865061,-0.1998198567,0,0,1,0,0,0,1,0,0,0
0.2119327499,-0.3859213552,-0.3537667851,-0.3455747807,0.5636195204,-0.2886499711,0.1737578091,0.3831549123,0.1223928999,0.9889462218,0.6155767912,-0.6204281875,-0.004852770657,0.5636195204,0.639289847,0.1523026905,0.0404946268,-0.322558776,-0.4305735129,1,0,0,0,0,0,0,0,1,0
-0.5142591944,0.03686576155,0.4945220388,0.3823325208,-1.214129204,-1.033016399,-0.7160148788,-0.7762905931,-0.8232638842,-2.301661994,-0.7687875614,-0.3171342395,-0.9384858917,-1.214129204,-0.06723506498,-0.7159914493,-0.8142820704,-0.9238448579,-0.7741999927,0,0,1,0,0,0,1,0,0,0
-0.7308662785,-0.4498627916,-0.3628694198,-0.3517816758,1.98909961,-0.002092776095,2.432745568,0.9277498648,0.6094283958,0.9972412044,0.9474830584,-0.8444734955,0.5872990665,1.98909961,0.7003659059,2.334228288,0.409032661,-0.1744769276,-0.2545227268,1,0,0,0,0,0,0,0,1,0
-0.5087930949,-0.1851649953,-0.08869178586,0.1308207653,0.7650832868,0.2844644189,-0.2488326605,-0.8535033225,-0.7031025962,-0.3523410941,-0.9527266771,-0.6612613852,-0.2761086579,0.7650832868,0.4839985277,-0.2954061279,0.424468809,0.6175765177,-0.3743297169,0,0,0,1,0,0,0,0,0,1
-0.3922517284,-0.2275730204,-0.02033483585,-0.2426569831,-0.7627061431,0.08660349855,0.3826255451,0.5138577009,-0.1647161225,-0.4914240892,0.2213685654,-1.495521222,0.1678287742,-0.7627061431,0.9080298785,0.2581092047,0.1553009778,-0.6487604278,-0.4829649942,1,0,0,0,0,0,0,0,1,0
2.22802104,-0.4314115636,0.03510055804,-0.3420642683,0.9151670322,1.301060182,2.460829468,2.572255545,2.360154398,1.927529179,2.304775727,0.6730708025,2.470915945,0.9151670322,-0.08851901043,2.393462649,1.810345474,1.64571775,2.651278324,1,0,0,0,0,0,0,1,0,0
-0.4861036253,-0.3267207934,-0.07121891241,-0.1866017253,0.2749899992,2.304010365,0.8342415712,0.7913445113,1.187069839,0.9845146558,1.559253679,1.848234111,1.181215361,0.2749899992,-0.3679950329,0.8202044094,2.057806222,1.918694253,1.964410596,1,0,0,0,0,1,0,0,0,0
-0.3569283496,-0.2601852099,-0.1753760712,-0.2878212509,-0.8889026858,-0.363700665,-0.5825578727,-0.264314312,-0.3094117666,0.1010421989,0.07587371381,0.7653484563,-0.4559656621,-0.8889026858,-0.02662812656,-0.5655942508,-0.6493082383,-0.6629889328,-0.5076198089,0,0,1,0,0,0,1,0,0,0
-0.2274049968,-0.3682997613,0.158177944,-0.1204775922,0.8282716985,-0.5417754933,-0.4479254031,-0.3846384324,-0.1113111056,-0.6489151278,0.07129995892,-0.5910121669,0.1451260916,0.8282716985,-0.2833159113,-0.4695753717,1.61015793,1.28842418,1.149260785,0,0,0,1,0,0,0,1,0,0
-0.2073583347,0.06021074029,0.527619358,0.006206557988,-0.4583020541,-0.8631289191,-0.6393491473,-0.5195611191,-0.02812252163,-0.9861686651,-0.6216857149,0.8045698172,-0.0810773218,-0.4583020541,-0.07628768124,-0.6207167165,-0.1611400568,-0.5359863511,-0.3951322168,0,0,1,0,0,0,0,1,0,0
-0.2636179059,-0.1659535498,-0.3490934018,-0.3302167412,1.505856992,0.591489985,1.480868892,1.41109927,0.9887409516,1.042465904,1.033519096,-0.7317792429,1.523520058,1.505856992,0.299427233,1.476747152,0.4934490956,-0.338368226,-0.2522113379,1,0,0,0,0,0,0,0,1,0
-0.424816274,1.29310369,0.4470906858,-0.2496340046,-0.5092313731,-0.3909918264,-0.7168178102,-1.096774743,-1.360395112,-0.08656076267,-1.281048109,-1.409556595,-0.8800235431,-0.5092313731,1.99942977,-0.6403643716,-0.6714977011,-0.1491818076,-0.7923058723,0,0,1,0,1,0,0,0,0,0
-0.2944678495,-0.3778223139,0.7296385585,-0.3514934266,0.4116428269,0.05248954676,-0.5980762904,-0.5882200011,0.1996475931,-0.4521081445,-0.1830997051,0.02296331426,-0.4497312466,0.4116428269,-0.2186671582,-0.5921897697,-0.688380988,-0.03429980425,-0.5815842529,0,0,0,1,0,0,0,0,1,0
0.3274427769,0.8299917582,-0.5433352554,-0.3278013364,0.3544938211,0.03202117569,-0.5929518793,-0.8955882518,-0.4857167903,-0.5949409263,-0.6464087143,-1.323994928,-0.355744493,0.3544938211,1.03686177,-0.527302112,-0.6372487476,-1.00658098,-0.8030923537,0,0,0,1,0,0,0,0,1,0
-0.05814928869,-0.3357161441,0.08647289853,-0.3562138001,0.6616021218,0.1889453539,0.3894408176,-0.05742525566,0.3967212345,-0.8299275553,0.5946858567,-1.087189246,0.006204494479,0.6616021218,0.1087492278,0.3971617636,0.2503297641,-0.6693127128,0.1665352804,1,0,0,0,0,0,0,0,1,0
-0.4976804115,0.09984993008,0.5709876577,0.1862972069,-0.5188763946,-1.091010117,-0.70652965,-0.84187009,-1.004247553,-1.165022125,-0.7665624915,-0.04983797884,-1.038707061,-0.5188763946,0.0407337252,-0.7282904249,-0.5055591098,-0.9675843363,-0.6586305489,0,0,1,0,0,0,1,0,0,0
-0.6594846915,0.02445353533,0.03344394828,-0.3585847076,-0.08890674562,-0.9279454275,-0.6280240783,1.881674929,-0.4481735198,1.512552792,0.8552662706,0.7910035246,0.5091924277,-0.08890674562,-0.01204186356,-0.6333081002,-0.8538371997,-0.3815807227,-0.65631916,0,0,1,0,0,0,1,0,0,0
-0.07974296003,-0.6029112615,-0.3465300161,-0.3596872252,0.007182907597,0.2025909346,0.5780200589,0.9084751953,0.7419139185,1.57004952,0.8403088559,-0.4980629144,1.148631718,0.007182907597,0.03232580564,0.7490776946,-0.2696754727,0.04949028078,-0.5191767532,1,0,0,0,0,0,0,1,0,0
1.043592053,-0.1816990867,0.6419079933,-0.3075789358,0.9468964486,-1.064401235,-0.7267233896,-1.364795296,-0.6559738099,0.3656862313,-1.252987505,-0.7747615561,-0.9734221444,0.9468964486,-0.1120773026,-0.7320744738,-1.088273698,-0.8068549279,-0.3092255969,0,0,1,0,0,0,0,1,0,0
-0.4032097109,-0.3148815637,0.6332413086,4.363040294,0.86117294,-0.1863081157,-0.3654848051,-0.1944008657,-0.2655922655,-0.00486086601,-0.2403334488,-1.24353741,0.3359227304,0.86117294,-0.03223340626,-0.3278323132,1.173604368,0.7335124844,0.7624883794,0,0,0,1,0,1,0,0,0,0
-0.5229611217,-0.4228971116,-1.126566518,-0.356936526,0.1181457248,-1.108067093,-0.7323432909,-0.5080419379,-0.9129569254,0.334892529,-1.377591422,1.237213664,-1.334665349,0.1181457248,-0.4248178843,-0.7331142575,-1.376254335,-1.38916967,-0.9248255013,0,0,1,0,0,0,0,1,0,0
0.9335739085,0.1334859195,0.3215719801,-0.3485291501,0.5216140998,0.1616541925,-0.5797245536,1.003251825,1.021833804,-0.1668971005,0.4004866962,1.131906997,0.4119120206,0.5216140998,0.2645061614,-0.5683698123,-0.431755027,0.4473614393,-0.5550032808,0,0,0,1,0,0,0,0,1,0
4.171876889,-0.3249006402,0.08375257092,-0.3361277233,0.6001263774,2.774782899,1.453501863,1.930488885,2.400322274,1.189162102,2.15297651,1.351519754,2.037447626,0.6001263774,-0.1533020754,1.515177404,1.834464456,1.704212715,2.654360176,1,0,0,0,0,1,0,0,0,0
-0.3828149717,-0.1397571605,0.6067704284,4.220865218,-1.048721593,-1.00436068,-0.6995886284,-0.1947430196,-0.3536877207,-0.6201667636,0.04002536465,1.296180025,-0.1062502446,-1.048721593,-0.05581856079,-0.7064405057,0.3598299392,-0.134426321,0.3556839369,0,0,1,0,0,0,1,0,0,0
-0.3167834585,-0.09124574852,0.3058603444,0.5338058109,0.2633618892,-0.8392491529,-0.6079258877,-0.2099118424,-0.0290354279,-0.3142750782,-0.3562843161,0.9529931177,-0.1777695765,0.2633618892,-0.0268609337,-0.6127515539,-0.1321972793,-0.1860705243,-0.4748751331,0,0,1,0,0,0,0,1,0,0
-0.4441667818,0.3363237682,-0.09718409061,-0.07521472396,-1.760109532,1.369288086,-0.514461359,-0.8183755224,-1.453739778,-0.8016337107,-0.7902965709,-0.9696594829,-0.438791612,-1.760109532,0.7559620427,-0.5183422659,-0.178988103,0.2766193792,-0.3184711524,0,0,1,0,0,0,1,0,0,0
0.03075217852,-0.4494994701,0.1675421487,-0.3316610799,0.6770161281,1.519389474,1.207729638,1.039063933,1.378437816,-0.7574316804,1.299909415,1.712705505,1.432121175,0.6770161281,-0.4142699299,1.179846855,0.8981656017,1.521350076,1.284862266,1,0,0,0,0,0,0,0,1,0
-0.5279760101,-0.4268110207,-0.286072479,0.06847484876,1.086253488,2.310833155,1.096635923,1.826702203,1.494719253,1.509484785,1.96693594,2.124395474,1.703965215,1.086253488,-0.4178873947,1.070757596,2.468311284,2.47729482,2.03837504,1,0,0,0,0,1,0,0,0,0
0.05173993789,-0.1401890473,-0.1468649453,-0.3265786921,-2.172772227,-0.8829150112,-0.5965603799,0.3966129655,0.03075993289,-0.2347341496,0.368099567,-0.1813369935,-0.07472527588,-2.172772227,-0.251528782,-0.5941693289,-0.08926549257,-0.06064888759,0.2855718076,0,0,0,1,0,0,0,0,1,0
-0.2094467973,0.275535091,0.1367466452,-0.3001111148,1.031808694,0.229882096,-0.3445135507,-0.8195160354,0.1157743294,0.2871679718,-0.5258840921,-0.8933658768,-0.2316443364,1.031808694,0.5926209687,-0.2388687195,-0.3902703792,-0.6877570712,-0.4999151793,0,0,0,1,1,0,0,0,0,0
-0.5650655579,-0.2564713154,-1.399924566,-0.3471862134,0.7639114617,-0.2340676482,0.6302018135,-0.2726400568,-0.1506801886,0.2012637689,0.1735295615,-0.03909240052,-0.4080900567,0.7639114617,1.042099931,0.6211905326,0.6034316503,0.0984995758,-0.2206223566,1,0,0,0,0,0,0,0,1,0
-0.7565595245,-0.1551862985,0.2483323909,-0.3401710828,-0.02021977024,-0.7239439959,-0.7344258175,-1.092326743,-0.4925635873,-0.1529206231,-1.095007539,0.2012055946,-1.039883366,-0.02021977024,0.1553017025,-0.7387057386,-1.300038354,-1.271652758,-0.8577952238,0,0,1,0,1,0,0,0,0,0
0.7014451645,-0.3923643574,0.623702724,-0.3374651888,-0.3619419797,-0.02938393752,-0.6761352473,-0.9652735955,-0.9185484763,0.7071440748,-1.041976705,-1.576247379,-0.6447625828,-0.3619419797,-0.2453952091,-0.6770973983,-1.178961068,-1.520915086,-0.8393041128,0,0,1,0,0,0,0,1,0,0
